"root_4dpicontrol"	"root_4dpimycorrhized"	"root_28dpicontrol"	"root_28dpimycorrhized"	"WT_root_tip_3w_uninocul"	"WT_root_3w_uninocul"	"WT_root_3w_5mM_nitrate"	"WT_root_6w_5mM_nitrate"	"har1_root_3w_uninocul"	"har1_root_3w_inocul3"	"WT_root_3w_nodC_inocul1"	"WT_root_3w_inocul1"	"WT_root_3w_inocul3"	"WT_nodule_3w_inocul14"	"WT_nodule_3w_inocul21"	"WT_root_nodule_3w_inocul7"	"WT_root_nodule_3w_inocul21"	"WT_rootSZ_3w_uninocul"	"WT_rootSZ_3w_Nod_inocul1"	"WT_rootSZ_3w_inocul1"	"nfr5_rootSZ_3w_uninocul"	"nfr5_rootSZ_3w_inocul1"	"nfr1_rootSZ_3w_uninocul"	"nfr1_rootSZ_3w_inocul1"	"nup133_rootSZ_3w_uninocul"	"nup133_rootSZ_3w_inocul1"	"cyclops_root_3w_uninocul_mean"	"cyclops_root_nodule_3w_inocul21_mean"	"nin_rootSZ_3w_uninocul"	"nin_rootSZ_3w_inocul1"	"sen1_root_3w_uninocul"	"sen1_nodule_3w_inocul21"	"sst1_root_3w_uninocul"	"sst1_nodule_3w_inocul21"	"cyclops_root_3w_inocul_mean"	"Root"	"Root0h"	"Nod21"
"chr1.CM0233.55_at"	4.42991162739445	4.61666387969931	4.27240287763634	4.31621396882525	5.06744401717189	5.18745842890196	4.79211437526749	5.7956169241323	5.0309606605575	4.83318982981706	5.71337300481526	6.06777491363833	5.12217070578217	6.68139781859056	6.51434521595448	5.97447605641242	5.10266129901837	5.94236095882634	5.07144186014415	6.11983797276237	6.13387732074944	6.16817874534399	5.5516292430448	6.13402257678514	6.00467934576349	5.89770316729351	4.89675712451708	4.91202233277543	5.94977498886313	6.00802417646816	5.08636100462439	8.12034187782998	5.07870507299764	8.17330754323912	4.82595896700562	4.91671281765275	4.93722553967026	6.42470207317897
"chr1.CM0284.25.2_at"	7.30884415868932	7.23817351276739	7.28911210374634	7.2596367525768	6.60453172763237	7.17318407374554	6.79281794048612	7.07749805356923	7.11879385987359	7.26154807351563	7.02869776276625	7.05489860742648	6.89572014643937	7.42640620504939	7.60801709042749	7.39730414946192	7.03167941939528	6.89007489812706	6.42427889843797	6.8280668418807	6.64296387138437	6.65603605449659	6.88571414810526	6.71031846001133	6.33172602405304	6.37254816089014	7.28011162452255	6.93575947539173	6.6314667199169	6.6011186994785	6.80278024457242	7.69694418987987	6.89906865930954	7.7234784351335	6.99402471413431	3.77753572751939	3.87382880523012	3.80205187721264
"chr1.CM0295.2.1_at"	3.69619761096326	3.65660158355435	3.59174335833917	6.88438838723543	3.47993462219954	3.38281614371335	3.57804286096413	3.48663474276068	3.55363230470591	3.33601153994671	3.49768565512035	3.51266123401044	3.37754655955292	3.89713675293161	3.77298160340143	3.69386948318407	3.56358263555908	3.44609107555246	3.39105276527011	3.4838060252738	3.44415150158675	3.53466127200845	3.48713957616873	3.36431898979793	3.63517272341468	3.46566402521659	3.75005921592929	3.4932416280465	3.26930654734754	3.55677846654358	3.43881745550118	3.80564864266766	3.38170870507829	3.97318395398392	3.45123121659684	3.24295556676486	3.16557630883683	3.94453085301599
"chr1.CM0315.47_at"	4.22130461917048	4.70828618460107	4.46422854804566	4.3078565452063	4.17124695966341	3.96097696570607	3.93597973756881	4.27469612429449	3.90874162759174	3.722452035018	4.05461225155846	4.51989548192686	4.09166932028467	8.61504740514757	8.57753353753605	7.57649705570333	3.85718448678451	4.67560069025232	4.44650382580581	4.5288807592685	4.5038016915998	4.60760721402151	4.06721314483007	4.62968717340117	4.8000459413534	4.29877273497096	3.93015561156396	4.14945124306704	4.30810556812914	4.34210527612593	3.88521074797699	8.46604935954282	3.95899055726741	8.41050067793194	3.97668651875387	4.89167156169171	4.21690726814511	8.40925825366464
"chr1.CM0316.13_at"	5.83944617562791	5.93641948679779	5.92758980561995	5.90853120724655	7.50540976308261	7.152080897884	7.42349082930691	7.18472770737543	7.42865399834262	7.35076020114441	7.28858610613194	7.23672803610178	7.32720218461072	6.72531091464765	6.69951388686795	6.98161893557896	7.18260284032868	6.92225958118494	6.8446482660809	6.98614123037721	6.67724591656441	6.84549788742237	6.99185742826963	6.92259462917878	6.83639353249644	6.9958668838324	7.23603692121963	7.27738593408109	6.86331737995157	6.87727029796942	7.38019967712656	6.768855215083	7.29561973366922	6.75525074351549	7.3457069381246	7.48090760461588	7.38669387228545	7.5180261576965
"chr1.CM0398.5_s_at"	7.72650374179316	7.4549166892687	7.88818445197252	8.05799180726938	4.47265541928142	7.35536630483732	6.79780759165457	6.8070107598675	7.20649597879065	7.49821614280262	7.08457841378784	7.14884090430678	7.63142681490462	3.88497857949148	3.48605004140855	6.37458179155224	6.96544854976061	7.1451172675339	6.91025215918072	7.61950338469122	7.23728202284186	7.07394745384621	7.38023085045965	7.23854712698632	6.87885259145025	6.52867987916781	7.73335514557179	7.26227089324569	7.23762721000144	7.55338623356869	7.30137045313306	3.73524525331263	7.60464544582092	3.67184519135814	7.25053614571291	7.55655864569003	7.07087702674846	4.03641526309113
"chr1.CM0442.29.2_s_at"	7.5700153254583	7.69506652826649	7.77347666488116	7.6139914240838	9.20928982034	9.15505279526391	9.20349600262684	9.10963013808921	9.14918811098268	9.15500206544142	9.21115004410322	9.17957183830455	9.3064774825063	9.05347718328748	9.07891761176575	9.08070424010624	9.24050093487103	8.87008277992858	8.94131779002849	9.02455281553905	8.8937470342522	9.17728087946226	8.86013729738157	9.03813230104173	9.17706379737543	9.14763164241514	8.85562350974361	9.29660980712836	8.94442370519258	8.99170290300656	9.24636367115284	9.17306520501994	9.21203892861176	9.14340217391563	9.1570134321855	9.29533388110583	9.32062872587031	9.4244028145542
"chr1.CM0544.49_at"	3.69254522695112	3.68645652118118	3.68544104957038	3.55351495380225	3.66055456528802	3.5776042589521	3.41401817624832	3.47079184993125	3.58479035208937	3.63668048657034	3.53907058497037	3.58518699092718	3.56948199097052	3.16859254655843	3.35728380757525	3.52910088404615	3.5999935941055	3.24347867733269	3.39931227262676	3.18388264309838	3.29639967056309	3.45775098301027	3.3459277711449	3.24320934860364	3.35162190921888	3.30894319421951	3.60102044525862	3.53363692843988	3.39610443459615	3.25039774747111	3.56973830914445	3.54354149460992	3.62461556192905	3.46277840872235	3.39081028877567	3.68692254060709	3.77391659190854	4.51533737795713
"chr1.CM0591.50_at"	6.94515703113614	7.00375612930956	6.92181596263047	6.78860793808445	6.81989081094106	7.31061031715266	7.06697025643644	7.01622395928783	7.06537422313572	7.20831162123002	7.25555596289576	7.10853051443434	7.19424163685208	5.46797152961431	5.38460056181103	6.81822546065239	7.15942408890689	6.95744028076019	6.78528816514006	6.8265625769852	7.05769137563194	6.89863985949346	7.06843602004626	7.03318015238762	6.93708104436396	6.97005379317636	7.32861461886351	7.12888881156148	6.96062283357159	6.86986128534717	7.24875297453557	5.55000172639582	7.02028006982398	5.35793442211651	7.35002793448956	6.94776414300137	6.87061919148616	5.29073872102449
"chr1.CM0955.14.1_at"	5.91475897333729	6.09198838487428	6.23870150713553	6.02906375402261	5.92202872038799	5.99588974147678	5.94382509561469	6.19720758374202	5.98015078720771	5.72056420376139	6.08986993181961	5.99887948835772	5.84109504295072	6.04355402445774	5.97354749100459	5.92205551761073	6.00351168801865	5.97888576490112	5.70137624868173	5.80816050783614	5.75425693388973	6.06134502455619	6.02890001381054	5.88277070430511	6.09783605154439	6.14759398219284	6.03585935153499	5.93661229555983	5.82463634602211	5.69687534190823	5.75022066876199	5.90598290856256	5.84106017443408	5.9482751692124	5.79689326788511	4.85171771508132	4.87601378369968	4.92411834031387
"chr1.TM1003.2.1_s_at"	5.29494167530812	5.57796600722111	5.69837119338015	5.67901494259277	8.61575988121322	8.25531141053482	8.4045103774894	8.0910089161175	7.99561328037737	8.02677132142324	8.21823983603813	8.23960401391231	8.45816479495399	7.58473242637944	7.64488106671429	7.85575783349097	8.37323505733018	7.3593848849908	7.56325770391513	7.66070321266012	7.25429806553826	7.46128975603025	7.15138357783678	7.44549932905917	7.39007031094202	7.58276394683883	7.79997870272233	8.33462280366643	7.44786199652933	7.44345886401403	8.1994999210741	7.73870160733041	8.24128157456337	7.52582324665597	8.32182043704738	8.2123948003082	8.32701767285114	8.17738098329482
"chr1.TM1635.7_at"	4.29908786245079	4.32624829750166	4.21012559520781	4.11751080725394	4.07284679899449	4.15745863181011	3.92015187644988	3.87385581712262	4.04277579129788	4.19423062034452	3.96710949654007	4.04438546511669	4.07071080551259	4.27159215710421	4.11100336398457	4.19055585105722	4.11504058117476	3.9562197789703	3.13060401750621	3.86520389745055	3.9642890265636	3.85059005700377	3.99101531547335	3.90418436338991	3.78391459609883	3.80250720184017	4.16861525923065	4.09645566560774	3.99690261180857	3.98421156525946	4.14183547002499	4.27863085432564	4.01690900852269	4.2542401370654	3.94394793821252	3.86141579142309	4.09498602310873	4.05981350210272
"chr2.CM0018.74.3_at"	4.32523006712437	4.35473380068603	4.30423264673386	4.37512285835709	4.41138638798029	4.03265885682221	4.13810463635627	4.1356016620703	3.90426498969509	4.05600905715651	4.09259803793609	4.01502895126078	3.9410554555785	3.93057975890653	3.99783549737555	4.02447630769919	3.95140716676151	4.31560367242528	3.93212558773332	4.02489622988575	3.95030096663812	4.0460765117276	3.96838065429694	3.87974358566069	4.14138716855541	4.19517734314155	4.33632033550098	3.9548104272302	4.08969376400667	3.86938477922387	4.10686748870239	4.04796374324811	3.96717006451628	3.92482273822363	4.0041937168001	4.19706660015688	5.8128431363228	4.129359327379
"chr2.CM0021.11.1_at"	4.75197682135952	4.80804572172979	4.83921411177059	4.88427810521973	4.55566266457947	4.56662268617585	4.63693044673583	4.6409040579392	4.6590805528521	4.63890472371772	4.65350310277873	4.7842866118331	4.51453187598519	4.75623324687927	4.80140286619472	4.53657437851793	4.68274215158298	4.55504778478486	5.00894720340591	4.50840484795439	4.43263894724594	4.76788409647584	4.30589989541114	4.54319371333292	4.59920342019341	4.6638352420502	4.5000074285526	4.46216087661957	4.34800955908419	4.47286432780365	4.64618736145931	5.65903263736248	4.66205133917263	4.7091066882199	4.53392442149954	4.41954638277522	4.30685174741475	4.5715741048929
"chr2.CM0031.4_at"	6.26423220048303	6.01280275949554	6.18156410996852	6.48905142410296	6.51448303487398	6.45965246644971	6.19612635837023	5.7484913056314	6.4204085233866	6.06997069025528	6.18397774227177	6.11829321407124	6.18054860323961	3.26149843730258	3.23898036736771	5.55294795694704	5.77316238234609	6.59910558088705	6.22635681121674	6.62667006599299	6.52669835277387	6.44999005402127	7.00352898770397	6.53201546410949	6.61652157360897	6.58464773565874	6.54568724702378	6.15767577666856	6.75016535840737	6.7269765314457	6.56562265253822	3.44225934738702	6.62543480742569	3.34395661148984	6.49809689135335	6.38279523324921	6.33818056515661	3.97858759769674
"chr2.CM0102.65_at"	3.64632940486679	3.85292247159935	3.81755187352466	3.56720604827137	5.50385076533578	5.47481784703733	5.41926428074694	5.34438955465042	5.31100158069675	5.20736915949308	5.48897078346153	5.43147931593681	5.65992810936565	5.53304555607168	5.52067661037352	5.27971541814837	5.5051811181161	5.58637561823554	5.47608272628855	5.76385164812211	5.84768366460098	5.84802422277333	5.54854286883084	5.69286644433203	5.65424903432547	5.82040632019273	5.36940936665545	5.66650280978258	5.83362875224398	5.80163789742825	5.44718985548696	5.58784024367879	5.53410069820868	5.70779773602753	5.52253234368056	5.57801514922071	5.5663042559313	5.21560944367504
"chr2.CM0191.16_at"	5.69796558933464	5.6580037714829	5.58444322873251	5.61828268191997	6.08521669562985	5.91641497794475	6.00317323214006	5.94237408785449	5.94758319000683	6.34368885162795	5.88000770880177	5.9068675259416	6.03676051845168	5.82536568788987	5.86082041091566	5.9316296134058	6.19610191038535	5.69317642886898	5.59542116481942	5.80002555250913	5.6511303627573	5.62481141478521	5.78713354979577	5.68074923454548	4.08084890411677	3.96851108353218	5.95722500728626	6.08454269232084	5.71777413328294	5.71413536473556	6.03680591386365	5.87663713927723	5.89858416295786	5.88151016243993	6.08475450582099	5.78940650083069	5.98202765942031	5.77475959843407
"chr2.CM0201.50_at"	3.49200958191861	3.37982732659263	3.68832680142957	3.54720931729323	3.25572449618411	3.29108113095743	3.29929753763331	3.21820359897499	3.32562577481499	3.4115601686977	3.18450381771811	3.12418265467429	3.21494812153022	9.5101486242258	9.54437392313403	8.46725266583476	3.31444778858594	3.22506065928819	3.15359035816957	3.15395749828034	3.16689176564175	3.21256394681051	3.27510113683731	3.18153111092749	3.27878866401568	3.26586245889253	3.3071467416378	3.32643432319137	3.12382201219901	3.27196909832103	3.45756826325775	8.45687614729293	3.21751089377343	9.02682970847499	3.16251285928127	3.00292136996314	3.0196440936003	9.46762251353688
"chr2.CM0201.51_at"	6.37485955915456	6.2924742853458	6.35441177905673	6.31078154187085	6.53624222127457	6.99826303650344	6.81921364083081	6.37713842785499	6.55581908939058	6.3875087508587	6.89468118425486	6.47875231629386	6.64516118810658	4.37420109485259	3.89658850396412	6.13524449343955	6.59867386516446	6.35387252575291	6.2478707126875	6.55541378919624	6.41487434847096	6.47649070845127	6.53133379188877	6.44871532836538	6.88079201541392	6.90483903086111	6.85141241484405	6.85102724310454	6.70463246843054	6.80484509214846	6.91743824736447	3.85077293806141	6.88067797527475	3.834861144129	7.06922766104013	6.44986202225657	6.55392343246612	3.89813298417616
"chr2.CM0201.56.1_at"	3.30518562247523	3.26839715024555	3.35530351915882	6.30944180109295	3.13845504573466	3.20231545576774	3.36319432686195	3.07791115951163	3.04382219260903	3.18825990407367	3.070895403119	3.22671700232723	3.10076323491476	9.44065812703839	9.45319242851017	9.25210592120865	5.67998829169038	3.44059115676243	3.38234410359136	3.48571314720239	3.31906499212354	3.32528778756181	3.04310715096314	3.37481233771744	3.29706943940687	3.25974133844149	3.17399979048863	3.0392657885776	3.15426903473369	3.28841681277856	3.20443607162206	9.39628867749249	3.18509978255727	9.4711033550767	2.95634154594907	3.05227327461167	3.0607331877714	9.56517863023996
"chr2.CM0225.21.1_at"	3.51860701427897	3.43805312098093	3.43744894766765	3.52772430013379	3.38711197984166	3.44757829671392	3.38275502877311	3.56470698694525	4.1931048441796	4.087366941817	3.29797901440969	3.31878993575334	3.30195146700418	3.32494249114298	3.38024609490922	3.35993084390275	3.36774400540294	3.33295779781139	3.56361380590645	3.30103076175263	3.14329415196615	3.20172966603323	3.49832106758492	3.27195013231002	4.22580255684179	4.1055844902302	3.39009935912944	3.08090946946146	3.25284044122193	3.38362047560978	3.42972976735077	3.20290903134612	3.21771515154745	3.24612905870698	3.26446850156631	6.37403796166382	6.44982566456964	6.30149013371421
"chr2.CM0249.13_at"	3.54786873233825	3.84528687130709	3.84543010883899	3.64563525759619	5.63425374533737	5.44684512448146	5.41691340496143	5.38893473413165	5.15296784267385	5.32731290338929	5.4330405487092	5.59731023014568	5.63622428780261	5.59885519846993	5.66389060299309	5.31115955156133	5.72624821937186	5.46540260457209	5.21521289311644	5.84354441703136	6.02732867167699	5.74582931874187	5.6121495255442	5.72501218775603	5.52582338843525	5.53605392016515	5.0772092423459	5.6854453729526	5.87907661914999	5.91014602593039	5.55593190737742	5.78837787997962	5.44013371891623	5.80066112074364	5.66032158464533	5.89032566336468	5.82780967855802	5.3727427883093
"chr2.CM0312.46_at"	5.52394981797912	5.56744333447122	5.52625739634579	5.35525992375929	5.93000660943031	5.93383543427135	5.89810122095365	6.04701750622823	5.99919459316989	6.40334900701833	5.93645118394215	5.93695292154919	6.0899945377535	6.18433237925711	6.13561467339236	5.97046560451192	6.04075934583274	5.85738157381938	5.5575305176223	5.88009154819907	6.08709513012317	5.77754705452421	6.07567471269915	6.06437340775764	5.85551594968213	5.87257965463027	6.08874777916392	6.02933338535155	5.9762493813015	5.92576535264966	5.98603734646103	6.0367939679024	5.94426811227701	6.0737700772819	6.17231627423135	3.15327006777021	3.15007007872935	2.95338307177951
"chr2.CM0545.26_at"	3.28895024460426	3.64055543128375	3.54283003693044	3.50618182661426	3.79729654368666	3.6423118182976	3.86584293200635	3.78266346992221	3.64735408728537	3.41989809488441	3.89176519455164	3.59408239264188	3.69076018443141	3.85100680695558	3.9537521084011	3.81114797049934	3.53370408280297	3.56581876611844	3.44933018696144	3.35885687367258	3.54491958777273	3.64211536107553	3.47426814943867	3.72832610328022	3.70123283592003	3.69085749649756	3.79455167118783	3.85609794833803	3.54733317074882	3.45054294712329	3.54528329551737	4.04307407459202	3.61095845236302	3.88175347067608	3.74373452284562	3.47078563143183	3.61634639497955	5.34983713528834
"chr2.CM0545.33_s_at"	2.89795956421109	2.84394962106887	2.79943754512241	2.8193053094623	2.88342546595207	2.69261163741302	2.6866903619808	2.86681877346065	2.94012442167716	2.92276903056314	2.75096919538077	2.9030356753678	2.82577990200299	7.89697300020998	7.83518375526675	6.51330577570544	3.31683340630121	2.84298311114222	3.00070488958051	2.83079276976979	2.77615734711681	2.83848179430888	2.99920623236549	2.74476778403737	2.71389309808547	2.78999878374938	2.73101123407272	2.78361520650536	2.70103901339971	2.72542504711961	2.78512234717707	7.89670893943728	2.6991036329773	8.36790400867251	2.92954973509354	2.69808067006472	2.7333540089885	7.54391932445756
"chr2.CM0904.37_at"	5.11790398802338	5.20715557029002	5.22730459930162	4.98811698266565	6.57004087118565	6.54695469341849	6.5769527392108	6.50757169901745	6.3064358579974	6.39593415987504	6.64935753745114	6.67264541609048	6.64936919106683	6.4326570944996	6.52361223148178	6.26743771206672	6.64694620457943	6.53481737857147	6.05830042729424	6.77671335648243	6.94212771977214	6.90218077023953	4.94602565931906	4.94045600480824	6.72162086246826	6.66393952239839	6.05118052093472	6.63589143605735	6.80007986378846	6.76995191733493	6.57108602295388	6.48872913426127	6.44236499189036	6.62275361103446	6.78500555472229	6.7379794938502	6.76180422349783	6.05807591840648
"chr2.TM0610.20.1_at"	2.7900172099662	2.99368517968636	3.03740190872538	2.88855343908938	2.88289386804021	3.70727668253489	3.47844541864807	2.90188851802383	3.64332492462821	3.50534115739209	3.83792426400105	3.26773455811529	3.37201570829858	8.11178408174013	8.24003158428978	7.51184171129771	3.85283971938807	3.34684326739017	3.27616311929158	3.25948019571014	2.90055308516992	3.17874942170151	2.98442357053094	2.87574869347474	3.06182895512884	3.11279060222925	3.56318867198286	3.32875571276144	3.55354071493642	3.47683965236812	3.62004371313848	8.01931011701914	3.73851925723795	8.14074401977805	3.42844283055235	4.30547760864787	4.50720779217151	8.0409944117933
"chr2.TM0610.20_s_at"	3.26116873705845	3.09639175665317	3.52617227160356	2.64626699171565	2.55683188435946	5.21578322449442	4.33506997610529	3.28663914076139	5.36715289232347	5.30550646295718	5.43401453718132	3.82116350663314	4.4659989191298	9.46728226964059	9.59912038822074	9.18288797969468	5.50000436358257	4.5947137070636	3.87859237733331	4.19251428599434	3.29989159742205	3.26699147589049	3.65152799282033	3.08497407795671	2.87478423455445	3.0355729867752	4.99702982468886	4.47077098835828	4.75309869102964	4.93879551687321	5.14939383468144	9.32077200774181	5.7199248165021	9.61940565832517	5.08358831383484	5.55858713138948	5.77573717780834	9.43257150716537
"chr2.TM0610.9_at"	3.66607898778524	3.65002167509209	3.76435327878058	3.54117089585732	3.43442581795761	4.37943327482128	3.84669483926966	3.5466042310932	4.18663959497501	3.96881913142756	4.38037527192465	3.63675950234983	3.79123972353074	8.88687636033808	9.05820150043819	8.28005720092499	4.23460637963891	3.83711625279576	3.59327398071475	3.79575656915332	3.40815313422816	3.57768808312257	3.32774816683914	3.22839834144961	3.40846093805034	3.48651232051396	3.96958789220233	3.87205064986247	3.83165641197594	3.85654623565541	4.01574137349937	8.68955531731562	4.0750343136876	8.88718447799725	4.06250811812249	4.53317029795513	4.5521554107022	8.92740966057655
